iteration NAG_constant_time_X NAG_constant_time_Y NAG_constant_objective_X NAG_constant_objective_Y NAG_constant_hpwl_X NAG_constant_hpwl_Y NAG_constant_euclidean_norm_X NAG_constant_euclidean_norm_Y NAG_scaled-by-sqrt_time_X NAG_scaled-by-sqrt_time_Y NAG_scaled-by-sqrt_objective_X NAG_scaled-by-sqrt_objective_Y NAG_scaled-by-sqrt_hpwl_X NAG_scaled-by-sqrt_hpwl_Y NAG_scaled-by-sqrt_euclidean_norm_X NAG_scaled-by-sqrt_euclidean_norm_Y NAG_observed-lipschitz_time_X NAG_observed-lipschitz_time_Y NAG_observed-lipschitz_objective_X NAG_observed-lipschitz_objective_Y NAG_observed-lipschitz_hpwl_X NAG_observed-lipschitz_hpwl_Y NAG_observed-lipschitz_euclidean_norm_X NAG_observed-lipschitz_euclidean_norm_Y NAG_min-observed-lipschitz_time_X NAG_min-observed-lipschitz_time_Y NAG_min-observed-lipschitz_objective_X NAG_min-observed-lipschitz_objective_Y NAG_min-observed-lipschitz_hpwl_X NAG_min-observed-lipschitz_hpwl_Y NAG_min-observed-lipschitz_euclidean_norm_X NAG_min-observed-lipschitz_euclidean_norm_Y NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y NAG_backtracking-line-search_time_X NAG_backtracking-line-search_time_Y NAG_backtracking-line-search_objective_X NAG_backtracking-line-search_objective_Y NAG_backtracking-line-search_hpwl_X NAG_backtracking-line-search_hpwl_Y NAG_backtracking-line-search_euclidean_norm_X NAG_backtracking-line-search_euclidean_norm_Y GD_constant_time_X GD_constant_time_Y GD_constant_objective_X GD_constant_objective_Y GD_constant_hpwl_X GD_constant_hpwl_Y GD_constant_euclidean_norm_X GD_constant_euclidean_norm_Y GD_scaled-by-sqrt_time_X GD_scaled-by-sqrt_time_Y GD_scaled-by-sqrt_objective_X GD_scaled-by-sqrt_objective_Y GD_scaled-by-sqrt_hpwl_X GD_scaled-by-sqrt_hpwl_Y GD_scaled-by-sqrt_euclidean_norm_X GD_scaled-by-sqrt_euclidean_norm_Y GD_observed-lipschitz_time_X GD_observed-lipschitz_time_Y GD_observed-lipschitz_objective_X GD_observed-lipschitz_objective_Y GD_observed-lipschitz_hpwl_X GD_observed-lipschitz_hpwl_Y GD_observed-lipschitz_euclidean_norm_X GD_observed-lipschitz_euclidean_norm_Y GD_min-observed-lipschitz_time_X GD_min-observed-lipschitz_time_Y GD_min-observed-lipschitz_objective_X GD_min-observed-lipschitz_objective_Y GD_min-observed-lipschitz_hpwl_X GD_min-observed-lipschitz_hpwl_Y GD_min-observed-lipschitz_euclidean_norm_X GD_min-observed-lipschitz_euclidean_norm_Y GD_barzilai-borwein_time_X GD_barzilai-borwein_time_Y GD_barzilai-borwein_objective_X GD_barzilai-borwein_objective_Y GD_barzilai-borwein_hpwl_X GD_barzilai-borwein_hpwl_Y GD_barzilai-borwein_euclidean_norm_X GD_barzilai-borwein_euclidean_norm_Y GD_backtracking-line-search_time_X GD_backtracking-line-search_time_Y GD_backtracking-line-search_objective_X GD_backtracking-line-search_objective_Y GD_backtracking-line-search_hpwl_X GD_backtracking-line-search_hpwl_Y GD_backtracking-line-search_euclidean_norm_X GD_backtracking-line-search_euclidean_norm_Y
291 1846.2 1840.0 2.36247 8.27219 3.08793 9.30849 0.0804158175 1.1419327350000001 2004.7 1996.8999999999999 2.68656 1.14558 3.19086 2.0884 0.011218585 0.36372743750000003 1923.6 1917.1 2.35905 1.15174 3.11266 1.94396 0.1516777025 0.0920319425 2058.8999999999996 2051.2 2.36247 1.15175 3.08793 1.94396 0.0804158175 0.092045515 1958.8999999999999 1952.3999999999999 2.3671 1.15585 3.07719 1.92797 0.0074436775 0.00441043 2860.2 2860.1 2.45201 1.16862 3.10643 1.91198 0.0076945125 0.0046390525 1334.0 1326.5 2.74042 8.9513 3.21325 9.27175 0.0149454625 1.0937305874999999 1414.6 1406.5 2.77328 1.60758 3.23597 2.05012 0.0194898725 0.023435015 1340.3 1332.7 2.60309 1.33317 3.15549 1.94945 0.009273077499999999 0.16581141249999998 1392.8 1385.0 2.74042 1.59958 3.21325 2.04503 0.0149454625 0.022568077500000002 1396.8999999999999 1388.8999999999999 2.35842 1.15827 3.06049 1.92778 0.0072917575 0.003994885 2369.4 2369.4 2.74042 1.65406 3.21325 2.05831 0.0149454625 0.0257703825
292 1852.4 1846.2 2.36066 2.94133 3.08717 4.06359 0.0800198875 1.1347804375000001 2011.3999999999999 2003.7 2.68626 1.14474 3.19074 2.08752 0.011206810000000001 0.3636672825 1930.4 1923.6 2.35725 1.15123 3.1121 1.94472 0.15115045749999997 0.09196591999999999 2065.8999999999996 2058.2 2.36066 1.15124 3.08717 1.94471 0.0800198875 0.091979985 1965.7 1958.8999999999999 2.36532 1.15533 3.07657 1.92872 0.0074364274999999995 0.004399510000000001 2869.7 2869.6 2.45095 1.16816 3.10604 1.91252 0.0076846925 0.0046222525 1338.5 1331.0 2.74032 4.89878 3.2132 5.2331 0.014935245 1.10460328 1419.3 1411.3 2.77327 1.60727 3.23595 2.05004 0.019487749999999998 0.02341669 1344.9 1337.2 2.60103 1.32814 3.15494 1.93993 0.0131785825 0.02326074 1397.5 1389.7 2.74032 1.59912 3.2132 2.0449 0.014935245 0.0225428125 1401.6 1393.7 2.35822 1.15538 3.06042 1.93034 0.007285432499999999 0.0071810025 2377.2000000000003 2377.2000000000003 2.74032 1.65365 3.2132 2.05822 0.014935245 0.0257447975
293 1858.5 1852.4 2.35884 8.21509 3.08668 9.25861 0.08041931499999999 1.1429843725 2018.3999999999999 2010.5000000000002 2.68596 1.14436 3.19063 2.08888 0.011195090000000001 0.3605894525 1936.9 1930.4 2.35536 1.15072 3.11199 1.94549 0.15226530500000002 0.091812595 2072.8999999999996 2065.3999999999996 2.35884 1.15074 3.08668 1.94549 0.08041931499999999 0.0918258025 1972.3 1965.7 2.36354 1.15482 3.07595 1.9295 0.0074289475 0.0043815425 2879.6 2879.5 2.44989 1.16769 3.10564 1.91308 0.007675032500000001 0.00460607 1342.9 1335.5 2.74022 8.93023 3.21314 9.25308 0.01492506 1.09356129 1424.3 1416.0 2.77326 1.60696 3.23594 2.04997 0.01948563 0.023398445 1349.5 1341.8 2.6594 1.32802 3.27248 1.9393 0.48482864000000003 0.011868904999999999 1402.3 1394.4 2.74022 1.59865 3.21314 2.04478 0.01492506 0.02251764 1406.3 1398.3999999999999 2.35805 1.15548 3.06031 1.93079 0.0074743175 0.0277421725 2385.3 2385.3 2.74022 1.65325 3.21314 2.05813 0.01492506 0.025719295
294 1864.9 1858.5 2.35703 2.95102 3.08591 4.07435 0.08002010749999999 1.1333757025 2025.2 2017.3999999999999 2.68567 1.14354 3.19052 2.08802 0.0111834225 0.36048258499999997 1943.8000000000002 1936.9 2.35356 1.15022 3.11141 1.94625 0.15173619 0.0917513675 2080.0 2072.3999999999996 2.35703 1.15023 3.08591 1.94625 0.08002010749999999 0.0917637825 1978.8 1972.3 2.36176 1.15431 3.07532 1.93025 0.00742109 0.0043627575 2889.1 2889.0 2.44882 1.16723 3.10525 1.91364 0.0076658099999999995 0.0045905325 1347.4 1340.0 2.74012 4.91728 3.21309 5.25138 0.0149149075 1.1082500475 1429.0 1420.8 2.77325 1.60665 3.23593 2.04989 0.019483517500000002 0.02338028 1353.9 1346.4 2.61155 1.32796 3.20732 1.93922 0.266240495 0.011393755 1407.0 1399.1000000000001 2.74012 1.59818 3.21309 2.04465 0.0149149075 0.0224925575 1410.8999999999999 1403.0 2.35803 1.15534 3.06033 1.93032 0.0072782325 0.004063867499999999 2393.2000000000003 2393.2000000000003 2.74012 1.65285 3.21309 2.05804 0.0149149075 0.02569387
295 1871.3 1864.9 2.35521 8.25131 3.08543 9.29082 0.08042268500000001 1.14155575 2032.0000000000002 2024.3 2.68537 1.14317 3.1904 2.08936 0.01117181 0.35741865 1950.3000000000002 1943.6999999999998 2.35167 1.14972 3.11128 1.94703 0.15284045750000003 0.09160267 2087.0 2079.6 2.35521 1.14973 3.08543 1.94703 0.08042268500000001 0.09161512000000001 1985.5000000000002 1978.8 2.35997 1.1538 3.07469 1.93104 0.00741288 0.0043494599999999994 2898.9 2898.8 2.44776 1.16678 3.10485 1.91421 0.0076573000000000006 0.0045756550000000005 1352.0 1344.5 2.74002 8.95 3.21304 9.27254 0.014904785 1.0937288275000001 1433.8 1425.6999999999998 2.77324 1.60634 3.23592 2.04981 0.01948141 0.023362189999999998 1358.4 1350.9 2.59941 1.3276 3.15908 1.93909 0.053343917500000004 0.01151631 1411.8 1403.8 2.74002 1.59772 3.21304 2.04453 0.014904785 0.0224675675 1415.6 1407.6 2.35801 1.15533 3.06031 1.93032 0.00727712 0.0039218525 2401.0 2401.0 2.74002 1.65245 3.21304 2.05795 0.014904785 0.025668524999999998
296 1877.6 1871.3 2.35341 3.01702 3.08466 4.13548 0.080020235 1.1352358274999998 2038.8999999999999 2031.1000000000001 2.68507 1.14236 3.19029 2.08852 0.0111602525 0.357265295 1956.8000000000002 1950.3000000000002 2.34988 1.14921 3.11069 1.9478 0.15230717000000002 0.09154534 2093.8999999999996 2086.6 2.35341 1.14922 3.08466 1.9478 0.080020235 0.09155814999999999 1992.2 1985.5000000000002 2.35819 1.1533 3.07406 1.9318 0.0074045075 0.00433967 2908.5 2908.4 2.4467 1.16632 3.10446 1.91478 0.0076497525 0.004561435 1356.5 1349.0 2.73992 4.89757 3.21298 5.23398 0.014894695000000001 1.1046110925000001 1438.5 1430.3999999999999 2.77323 1.60603 3.23591 2.04973 0.0194793075 0.0233441775 1363.0 1355.4 2.59892 1.3271 3.15401 1.93948 0.0113295475 0.020317295000000003 1416.5 1408.7 2.73992 1.59725 3.21298 2.0444 0.014894695000000001 0.02244267 1420.2 1412.3 2.35799 1.15532 3.0603 1.93032 0.0072768125 0.0039207775 2409.2000000000003 2409.2000000000003 2.73992 1.65205 3.21298 2.05786 0.014894695000000001 0.02564326
297 1884.2 1877.7 2.35159 8.28311 3.0842 9.32407 0.080425965 1.1397741125 2045.8 2038.0000000000002 2.68477 1.14199 3.19018 2.08983 0.011148745 0.3542152225 1963.6 1956.8000000000002 2.348 1.14871 3.11058 1.94859 0.15340121250000002 0.0914005125 2101.1 2093.5 2.35159 1.14873 3.0842 1.94859 0.080425965 0.09141324 1998.7 1992.2 2.35641 1.15279 3.07343 1.93258 0.007396057500000001 0.0043272399999999996 2918.0 2917.9 2.44563 1.16587 3.10406 1.91535 0.0076433575 0.0045478625 1361.0 1353.6 2.73982 8.92899 3.21293 9.25393 0.014884635 1.09356277 1443.3 1435.1999999999998 2.77322 1.60573 3.2359 2.04966 0.01947721 0.0233262425 1367.6000000000001 1359.9 2.59888 1.32867 3.15393 1.94371 0.01029814 0.10584322 1421.2 1413.4 2.73982 1.59679 3.21293 2.04428 0.014884635 0.02241786 1424.8 1417.0 2.35779 1.15532 3.06022 1.93033 0.0072748100000000005 0.00392067 2417.1000000000004 2417.1000000000004 2.73982 1.65165 3.21293 2.05777 0.014884635 0.025618072500000002
298 1890.6 1884.3 2.34979 2.9075 3.08343 4.03885 0.080020305 1.132869285 2052.5 2044.8999999999999 2.68447 1.1412 3.19007 2.08902 0.0111372925 0.354015625 1970.1 1963.6 2.34621 1.14822 3.10998 1.94937 0.15286152749999998 0.0913463775 2108.1 2100.7 2.34979 1.14823 3.08343 1.94936 0.080020305 0.0913587075 2005.2 1998.7 2.35463 1.15229 3.0728 1.93334 0.007387444999999999 0.004311342500000001 2927.9 2927.8 2.44457 1.16542 3.10366 1.91593 0.0076382175 0.00453271 1365.5 1358.1 2.73972 4.91606 3.21287 5.25224 0.0148746075 1.1082513100000002 1448.1 1439.8999999999999 2.77321 1.60542 3.23589 2.04958 0.0194751175 0.0233083825 1372.1000000000001 1364.5 2.59876 1.32687 3.15378 1.93993 0.0092423125 0.0389345075 1425.9 1418.1000000000001 2.73972 1.59633 3.21287 2.04415 0.0148746075 0.02239314 1429.3999999999999 1421.6 2.35716 1.15501 3.05993 1.9306 0.0073556525 0.00391471 2425.0 2425.0 2.73972 1.65126 3.21287 2.05768 0.0148746075 0.0255929625
299 1897.1 1890.8 2.34797 8.26463 3.08298 9.3055 0.08042918 1.1400445125 2059.5 2051.7 2.68417 1.14083 3.18995 2.09029 0.011125892500000002 0.3509793625 1976.6 1970.1 2.34433 1.14772 3.10987 1.95016 0.153945525 0.091204465 2115.1 2107.7 2.34797 1.14773 3.08298 1.95016 0.08042918 0.09121652749999999 2012.1000000000001 2005.2 2.35285 1.15179 3.07217 1.93414 0.0073785825000000005 0.0042967525 2937.4 2937.3 2.4435 1.16498 3.10326 1.91651 0.007634350000000001 0.0045174775 1370.0 1362.6 2.73962 8.94872 3.21282 9.27334 0.01486461 1.093727035 1452.8999999999999 1444.8999999999999 2.7732 1.60512 3.23587 2.0495 0.019473032499999997 0.023290595 1376.5 1369.1000000000001 2.59849 1.32658 3.15374 1.93868 0.009609785000000001 0.011616702500000001 1430.8 1422.8 2.73962 1.59587 3.21282 2.04403 0.01486461 0.02236851 1434.0 1426.2 2.35712 1.15084 3.05994 1.93443 0.0073849200000000005 0.0076880825 2433.1000000000004 2433.1000000000004 2.73962 1.65086 3.21282 2.05759 0.01486461 0.0255679325
300 1903.6999999999998 1897.3000000000002 2.34618 2.91113 3.08222 4.04318 0.0800203325 1.1345246675 2066.2999999999997 2058.5 2.68387 1.14005 3.18984 2.08949 0.011114542500000001 0.35073378250000004 1983.4 1976.6 2.34255 1.14723 3.10928 1.95093 0.15339756 0.0911522925 2122.2 2114.7 2.34618 1.14724 3.08222 1.95093 0.0800203325 0.0911643875 2018.6000000000001 2012.1000000000001 2.35107 1.15129 3.07156 1.9349 0.007369555 0.004285975 2947.2 2947.1 2.44244 1.16453 3.10288 1.9171 0.0076316775000000005 0.0045028775 1374.7 1367.1 2.73952 4.89638 3.21277 5.23486 0.014854642500000001 1.1046189275 1457.6 1449.6 2.77319 1.60481 3.23586 2.04943 0.0194709525 0.023272885 1381.0 1373.6000000000001 2.59847 1.32653 3.15992 1.93862 0.065295885 0.011277945000000001 1435.5 1427.6000000000001 2.73952 1.59541 3.21277 2.0439 0.014854642500000001 0.022343967500000003 1438.8 1430.7 2.3571 1.15114 3.05991 1.93605 0.0072690725 0.0454753575 2441.0 2441.0 2.73952 1.65046 3.21277 2.05751 0.014854642500000001 0.025542977499999998
301 1910.1 1903.8000000000002 2.34437 8.23166 3.08179 9.28 0.0804323425 1.1398804050000002 2073.1 2065.3999999999996 2.68358 1.13968 3.18973 2.09073 0.011103245 0.34771125 1990.1 1983.4 2.34068 1.14673 3.10917 1.95173 0.1544716525 0.09101193 2129.1 2121.8999999999996 2.34437 1.14675 3.08179 1.95173 0.0804323425 0.09102405000000001 2025.1000000000001 2018.6000000000001 2.34929 1.15079 3.07094 1.9357 0.0073604925 0.0042762775 2956.7 2956.6 2.44137 1.16409 3.1025 1.91769 0.007629945 0.004488959999999999 1379.2 1371.6 2.73942 8.92777 3.21271 9.25478 0.0148447075 1.0935643175 1462.3999999999999 1454.3999999999999 2.77318 1.60451 3.23585 2.04935 0.019468877500000002 0.02325525 1385.6000000000001 1378.1000000000001 2.60275 1.32611 3.17966 1.93848 0.17267562250000001 0.0118341475 1440.2 1432.3 2.73942 1.59495 3.21271 2.04378 0.0148447075 0.0223195125 1443.5 1435.5 2.35708 1.15079 3.0599 1.93434 0.00726879 0.0040804875000000004 2449.1000000000004 2449.1000000000004 2.73942 1.65007 3.21271 2.05742 0.0148447075 0.025518100000000002
302 1916.5 1910.3000000000002 2.34258 2.91493 3.08104 4.04809 0.08002031999999999 1.135593005 2080.0 2072.2999999999997 2.68328 1.13891 3.18961 2.08995 0.011092000000000001 0.34741996 1996.8000000000002 1990.0 2.33891 1.14624 3.10859 1.9525 0.15391394500000002 0.0909603075 2136.1 2128.8999999999996 2.34258 1.14626 3.08104 1.9525 0.08002031999999999 0.09097232 2032.0000000000002 2025.1000000000001 2.34751 1.15029 3.07033 1.93647 0.007351395 0.0042643425 2966.6 2966.5 2.44031 1.16365 3.10212 1.91828 0.00762568 0.004475752499999999 1383.7 1376.1 2.73932 4.91486 3.21266 5.25311 0.0148348025 1.108252495 1467.3 1459.1 2.77317 1.60421 3.23584 2.04927 0.019466807500000002 0.023237684999999998 1390.2 1382.6000000000001 2.59763 1.32558 3.15372 1.93892 0.014385545000000001 0.0169930775 1444.9 1437.1000000000001 2.73932 1.59449 3.21266 2.04365 0.0148348025 0.022295147499999998 1448.1 1440.2 2.35693 1.15078 3.05984 1.93434 0.00726743 0.003855175 2457.1000000000004 2457.1000000000004 2.73932 1.64967 3.21266 2.05733 0.0148348025 0.0254933
303 1923.0 1916.8000000000002 2.34078 8.24978 3.08062 9.29835 0.08043544 1.136413925 2086.7999999999997 2079.2 2.68298 1.13855 3.1895 2.09115 0.011080804999999999 0.34441105499999997 2003.6999999999998 1996.8000000000002 2.33705 1.14576 3.10848 1.9533 0.154978275 0.090819955 2143.1 2135.7999999999997 2.34078 1.14577 3.08062 1.9533 0.08043544 0.0908317825 2038.6000000000001 2032.0000000000002 2.34574 1.1498 3.06972 1.93726 0.0073421525 0.0042510925 2976.1 2976.0 2.43924 1.16322 3.10173 1.91888 0.007621422500000001 0.004463265 1388.2 1380.7 2.73922 8.94746 3.2126 9.27414 0.0148249275 1.0937252125 1472.0 1464.0 2.77316 1.60391 3.23583 2.0492 0.0194647425 0.023220195 1394.7 1387.2 2.59758 1.32546 3.15334 1.94003 0.009324585000000002 0.03756805 1449.7 1441.8 2.73922 1.59404 3.2126 2.04353 0.0148249275 0.022270867500000003 1452.7 1444.8 2.3567 1.15078 3.05973 1.93434 0.0072657425 0.00384715 2465.0 2465.0 2.73922 1.64928 3.2126 2.05724 0.0148249275 0.0254685775
304 1929.4 1923.4 2.339 2.86826 3.07987 4.00455 0.0800202475 1.13485168 2093.6 2086.2 2.68268 1.1378 3.18939 2.09039 0.011069662499999999 0.344074355 2010.3000000000002 2003.6999999999998 2.33528 1.14527 3.10791 1.95408 0.1544097075 0.090767145 2150.0 2143.0 2.339 1.14528 3.07987 1.95408 0.0800202475 0.0907789 2045.1000000000001 2038.6000000000001 2.34397 1.1493 3.06913 1.93804 0.0073327225000000005 0.004239639999999999 2985.7999999999997 2985.7 2.43817 1.16279 3.10134 1.91947 0.0076171749999999995 0.00445139 1392.7 1385.2 2.73912 4.89521 3.21255 5.23575 0.0148150825 1.1046267825 1476.8 1468.8 2.77315 1.60361 3.23582 2.04912 0.019462682499999998 0.0232027775 1399.2 1391.7 2.59754 1.32616 3.15329 1.94133 0.00919203 0.085183095 1454.4 1446.5 2.73912 1.59358 3.21255 2.0434 0.0148150825 0.0222466725 1457.3999999999999 1449.5 2.3564 1.15077 3.0596 1.93435 0.007267665 0.00384045 2473.2000000000003 2473.2000000000003 2.73912 1.64889 3.21255 2.05715 0.0148150825 0.02544393
305 1935.8000000000002 1929.9 2.3372 8.25635 3.07947 9.30609 0.080438455 1.1401124675 2100.5 2093.0 2.68238 1.13743 3.18928 2.09155 0.0110585675 0.34107895000000005 2016.8000000000002 2010.3000000000002 2.33343 1.14479 3.10782 1.95488 0.1554643975 0.090624895 2156.7999999999997 2150.0 2.3372 1.1448 3.07947 1.95488 0.080438455 0.09063664 2051.7999999999997 2045.1000000000001 2.3422 1.14881 3.06853 1.93884 0.007323175 0.004230425 2995.5 2995.4 2.43709 1.16236 3.10094 1.92007 0.0076129325 0.00443968 1397.3 1389.7 2.73903 8.92658 3.2125 9.25564 0.0148052675 1.09356593 1481.5 1473.5 2.77314 1.60331 3.23581 2.04904 0.0194606275 0.023185432500000002 1403.7 1396.2 2.59734 1.3249 3.15324 1.93824 0.009327842499999999 0.019812255 1459.1000000000001 1451.4 2.73903 1.59313 3.2125 2.04328 0.0148052675 0.022222565 1462.1 1454.1 2.35629 1.15074 3.05959 1.93438 0.0072990225 0.0038343975 2481.0 2481.0 2.73903 1.6485 3.2125 2.05706 0.0148052675 0.0254193575
306 1942.4 1936.4 2.33543 2.89553 3.07873 4.03398 0.08002009 1.1343623500000002 2107.2999999999997 2100.0 2.68209 1.13669 3.18916 2.0908 0.011047525 0.340697145 2023.1999999999998 2016.8000000000002 2.33168 1.14431 3.10725 1.95566 0.15488408999999997 0.0905688725 2163.7 2156.7999999999997 2.33543 1.14432 3.07873 1.95566 0.08002009 0.0905806175 2058.5 2051.7999999999997 2.34043 1.14832 3.06794 1.93961 0.0073135525 0.0042210450000000005 3005.0 3004.9 2.43602 1.16193 3.10055 1.92067 0.0076086975 0.0044280675 1401.9 1394.3 2.73893 4.91368 3.21244 5.25398 0.014795484999999999 1.108253605 1486.3 1478.1999999999998 2.77313 1.60301 3.2358 2.04897 0.01945858 0.023168157499999998 1408.3 1400.7 2.59681 1.32481 3.15687 1.93781 0.0462832025 0.0108400325 1463.8 1456.1000000000001 2.73893 1.59267 3.21244 2.04315 0.014795484999999999 0.022198542499999998 1466.7 1458.8 2.35626 1.1507 3.05952 1.93441 0.00726945 0.00383087 2488.9 2488.9 2.73893 1.64811 3.21244 2.05697 0.014795484999999999 0.025394862499999997
307 1948.8000000000002 1943.0 2.33364 8.2838 3.07836 9.33218 0.0804413525 1.14079412 2114.0 2106.8999999999996 2.68179 1.13632 3.18905 2.09193 0.011036530000000001 0.33771508749999996 2030.0 2023.1999999999998 2.32983 1.14384 3.10716 1.95647 0.15592920000000002 0.090422615 2170.6 2163.7 2.33364 1.14385 3.07836 1.95647 0.0804413525 0.09043429500000001 2065.0 2058.5 2.33867 1.14783 3.06735 1.94042 0.0073037825 0.00420996 3014.9 3014.8 2.43494 1.1615 3.10016 1.92128 0.0076044675 0.0044165375 1406.3 1398.8 2.73883 8.94622 3.21239 9.27495 0.014785729999999999 1.09372336 1491.3 1483.0 2.77312 1.60272 3.23579 2.04889 0.019456535 0.0231509525 1412.9 1405.2 2.60483 1.32476 3.1849 1.93778 0.20815649 0.0108100725 1468.5 1460.8 2.73883 1.59222 3.21239 2.04303 0.014785729999999999 0.022174605 1471.3 1463.3999999999999 2.35624 1.15064 3.05953 1.93447 0.0072615325 0.0038647225 2496.9 2496.9 2.73883 1.64771 3.21239 2.05688 0.014785729999999999 0.025370439999999998
308 1955.1999999999998 1949.5 2.33187 2.91547 3.07763 4.05309 0.080019815 1.1361328175 2120.8999999999996 2113.7 2.68149 1.1356 3.18894 2.0912 0.0110255875 0.3372884975 2036.6 2030.1 2.32809 1.14336 3.10659 1.95725 0.155336435 0.0903611475 2177.2999999999997 2170.5 2.33187 1.14338 3.07763 1.95725 0.080019815 0.09037279499999999 2071.6 2065.0 2.33691 1.14734 3.06678 1.94121 0.0072937675 0.0041985925 3024.4 3024.3 2.43386 1.16108 3.09976 1.92188 0.0076002425 0.0044050775 1410.8 1403.4 2.73873 4.89406 3.21234 5.23664 0.014776005 1.1046346575 1496.1 1487.8999999999999 2.77311 1.60242 3.23578 2.04881 0.019454495000000002 0.02313382 1417.4 1409.8 2.59631 1.32346 3.1543 1.93739 0.027289057499999998 0.01199186 1473.4 1465.5 2.73873 1.59177 3.21234 2.0429 0.014776005 0.02215075 1475.8999999999999 1467.8999999999999 2.35622 1.15063 3.05952 1.93447 0.0072612449999999995 0.0038381725 2504.7000000000003 2504.7000000000003 2.73873 1.64732 3.21234 2.0568 0.014776005 0.0253460925
309 1961.6 1956.0 2.33009 8.22152 3.07727 9.28096 0.0804441025 1.1419351549999999 2127.5 2120.7999999999997 2.6812 1.13523 3.18883 2.09229 0.011014692500000001 0.3343196075 2043.0 2036.6 2.32626 1.1429 3.10651 1.95806 0.1563719375 0.09020855 2184.1 2177.2999999999997 2.33009 1.14291 3.07727 1.95806 0.0804441025 0.090220185 2078.3999999999996 2071.6 2.33516 1.14686 3.0662 1.94202 0.00728348 0.0041886925000000005 3034.2 3034.1 2.43278 1.16065 3.09937 1.92249 0.00759602 0.004393675 1415.3 1407.9 2.73863 8.9254 3.21229 9.2565 0.014766310000000001 1.0935676025 1500.8 1492.6999999999998 2.7731 1.60213 3.23576 2.04874 0.0194524625 0.023116755000000003 1421.9 1414.3 2.59617 1.32516 3.15287 1.94751 0.0100158375 0.0961522575 1478.2 1470.2 2.73863 1.59132 3.21229 2.04278 0.014766310000000001 0.02212698 1480.6 1472.5 2.35618 1.15062 3.0595 1.93448 0.0072607900000000005 0.003826875 2512.8 2512.8 2.73863 1.64694 3.21229 2.05671 0.014766310000000001 0.02532182
310 1968.1 1962.6999999999998 2.32834 2.95053 3.07654 4.08735 0.08001939 1.13551772 2133.8999999999996 2127.5 2.6809 1.13452 3.18872 2.09157 0.011003845 0.33384857 2049.8 2043.0 2.32452 1.14243 3.10594 1.95884 0.1557661175 0.0901392025 2191.0 2184.1 2.32834 1.14244 3.07654 1.95884 0.08001939 0.090150875 2085.0 2078.3999999999996 2.33341 1.14637 3.06564 1.9428 0.007272954999999999 0.0041797625 3043.7 3043.6 2.4317 1.16023 3.09897 1.9231 0.007591805 0.004382324999999999 1419.9 1412.4 2.73854 4.91252 3.21223 5.25486 0.014756645 1.1082546400000002 1505.6 1497.5 2.77309 1.60183 3.23575 2.04866 0.0194504325 0.02309976 1426.3 1418.8 2.59613 1.35294 3.15272 1.99062 0.00917162 0.391924825 1482.9 1474.9 2.73854 1.59087 3.21223 2.04265 0.014756645 0.0221032925 1485.2 1477.3 2.35585 1.15062 3.05935 1.93448 0.0072582825 0.0038264724999999998 2520.7000000000003 2520.7000000000003 2.73854 1.64655 3.21223 2.05662 0.014756645 0.0252976225
311 1974.5 1969.1 2.32657 8.31921 3.0762 9.36893 0.080446675 1.1386947399999998 2140.7 2133.8999999999996 2.6806 1.13416 3.1886 2.09263 0.010993047499999999 0.33089264500000004 2056.3 2049.8 2.3227 1.14198 3.10586 1.95965 0.1567919 0.0899777925 2197.7 2191.0 2.32657 1.14199 3.0762 1.95965 0.080446675 0.0899894825 2091.5 2085.0 2.33166 1.14589 3.06508 1.94361 0.0072621675000000005 0.004169905 3053.5 3053.4 2.43062 1.15981 3.09858 1.92372 0.007587595 0.00437102 1424.5 1417.0 2.73844 8.94499 3.21218 9.27576 0.014747007500000001 1.09372148 1510.5 1502.1999999999998 2.77308 1.60154 3.23574 2.04859 0.01944841 0.023082835 1431.0 1423.3 2.59607 1.32348 3.15272 1.94366 0.00917834 0.11637025 1487.6000000000001 1479.8 2.73844 1.59042 3.21218 2.04253 0.014747007500000001 0.02207969 1489.7 1481.8999999999999 2.35497 1.15061 3.05908 1.93449 0.0077282225000000005 0.0038262175 2528.6000000000004 2528.6000000000004 2.73844 1.64616 3.21218 2.05653 0.014747007500000001 0.025273495
